author_id,name
5122,Eddie Campbell
5129,Daniel Clowes
5132,Kate Chopin
5144,James Joyce
5151,Azar Nafisi
5152,Vladimir Nabokov
5179,Winston Graham
5194,Michael Crichton
5209,Annie Dillard
5217,George Bernard Shaw
5223,Franz Kafka
5237,Hunter S. Thompson
5246,Amy Tan
5262,Priscilla Meyer
5279,Steve Erickson
5282,Scott Adams
5285,Aimee Bender
5293,Robert Ludlum
5300,Laura Ingalls Wilder
5306,Maud Hart Lovelace
5310,Lois Lenski
5323,Sydney Taylor
5329,Brian Jacques
5339,Robin McKinley
5344,Rob Bell
5350,L.M. Montgomery
5353,Barbara Taylor Bradford
5363,Mark Waid
5367,Davis Bunn
5369,Richard A. Knaak
5376,Jack Vance
5411,Cynthia Rylant
5414,Patricia Reilly Giff
5421,Carolyn G. Heilbrun
5433,Josie Brown
5456,Rose Wilder Lane
5544,Frank E. Peretti
5548,Simone de Beauvoir
5561,Dick Francis
5571,Lynne Truss
5600,Patrick O'Brian
5602,Simon Vance
5627,Anthony Robbins
5657,Gore Vidal
5662,Ruth Reichl
5668,Nikos Kazantzakis
5672,Val McDermid
5687,Irvine Welsh
5691,Nora Ephron
5735,Anthony Burgess
5737,Stanley Kubrick
5738,Ben Elton
5741,Stacy Schiff
5744,Stuart Gilbert
5770,Ian Edginton
5773,Tim Burton
5777,Paco Medina
5786,David Gerrold
5787,Scott Allie
5790,Niall Ferguson
5791,Max Brooks
5799,Malvina G. Vogel
5801,Jamie Oliver
5816,Darren Shan
5817,Rodman Philbrick
5854,Kate Bornstein
5855,David Rakoff
5856,Tucker Max
5857,Slavomir Rawicz
5858,Richard Bachman
5869,Erik Larson
5882,Stephen E. Ambrose
5918,Elizabeth Kostova
5922,Peter Robinson
5943,Desmond Tutu
5951,Jeff Smith
5989,Jane Yolen
6001,Carolyn Keene
6014,Rachel Isadora
6098,Nicholas Evans
6104,Marian Keyes
6125,Fannie Flagg
6134,Arundhati Roy
6160,Sophie Kinsella
6172,Soren Kierkegaard
6176,Cornel West
6185,A.V. Miller
6188,Georg Wilhelm Friedrich Hegel
6191,Martin Heidegger
6206,Jenny Nimmo
6208,Dodie Smith
6210,Marilyn Singer
6212,D.J. Enright
6214,Liz Curtis Higgs
6218,Sandra Brown
6223,Linda Lael Miller
6233,Julia Briggs
6238,Marjane Satrapi
6243,Robert Kurson
6244,Ridley Pearson
6245,Dave Barry
6247,Matthew Pearl
6251,Julie Garwood
6252,Robert Jordan
6253,Richard Poe
6255,Ryszard Kapuscinski
6256,Michelle Sagara West
6257,Robert M. Gates
6259,Kay Hooper
6261,Alison McGhee
6262,Steve Perry
6263,Jun'ichiro Tanizaki
6264,Elisabeth Elliot
6268,Christine Feehan
6289,Lawrence R. Broer
6293,Peter J. Reed
6331,Anne Perry
6343,Milan Kundera
6346,Joy Kogawa
6356,Barack Obama
6367,Peter Hessler
6378,Hans Christian Andersen
6394,Robin Norwood
6396,Susan Forward
6404,Jonathan Lethem
6409,Archibald Colquhoun
6410,Alice Munro
6412,Robert C. O'Brien
6417,James Clavell
6429,Curtis Sittenfeld
6441,Gareth Stedman Jones
6468,Denis Johnson
6474,George Plimpton
6492,Francine Rivers
6497,Tad R. Callister
6526,Kobo Abe
6560,C.D. Payne
6569,Louis Sachar
6570,David Lodge
6575,Peter Spier
6583,Alison Weir
6587,Tad Williams
6590,Jean Plaidy
6597,Carolly Erickson
6599,Margaret George
6603,Trina Schart Hyman
6633,Sigrid Nunez
6637,Diane Ackerman
6648,Paul Dinello
6649,Stephen Colbert
6669,Wislawa Szymborska
6671,Robert A. Maguire
6674,Michael Mason
6685,Fritjof Capra
6734,Huston Smith
6760,Laurie R. King
6765,Virginia Woolf
6781,Julie Andrews Edwards
6785,Giles Andreae
6802,Steve Pieczenik
6810,Wilson Rawls
6846,Christopher Paul Curtis
6858,Matthew Norman
6866,Stephen Coonts
6876,Kim Edwards
6877,Diane Goode
6878,John Updike
6900,Thomas Keneally
6921,William Weaver
6939,Brian Freeman
6941,Peter Straub
6942,Pat Conroy
6943,Stephen Jones
6944,Jack Finney
6946,Anne Rivers Siddons
6957,Barry Schwartz
6975,Peter Matthiessen
6976,Neta Jackson
6980,Edward de Bono
6988,Bram Stoker
6989,Rudyard Kipling
7025,Gregory Maguire
7031,James Lee Burke
7079,Ben Fountain
7084,Karl Marx
7101,Susan Casey
7102,Tahir Shah
7103,Steve Martin
7105,Martin Gardner
7111,Walter Isaacson
7113,Anne Lamott
7116,Cecelia Ahern
7128,Jodi Picoult
7130,Charles Frazier
7147,Billy Crystal
7153,Phillip Margolin
7176,Daniel Handler
7184,Edna O'Brien
7195,John Boyne
7244,Frank Brady
7271,Mike Dringenberg
7275,Helen Keller
7277,Julia Alvarez
7285,Ken Kesey
7287,Iris Murdoch
7291,Bruno Bettelheim
7294,Susan Howatch
7305,Mary McCarthy
7306,Jay Rubin
7308,Susan Cooper
7330,Sinclair Lewis
7338,Kurt Busiek
7362,Gary Smalley
7363,Raymond Carver
7377,Bernard Cohen
7378,William Finnegan
7385,Chaim Potok
7415,Harlan Ellison
7430,Michael Whelan
7431,Ned Dameron
7440,Emily Dickinson
7457,Oscar Hijuelos
7464,John Cheever
7469,Octavio Paz
7471,D.B.C. Pierre
7486,Shirley Hazzard
7491,Marilynne Robinson
7505,Alice McDermott
7508,Ralph Ellison
7518,Marcus Pfister
7531,Theodore Roethke
7536,Sid Fleischman
7549,Elizabeth George Speare
7553,Pete Dexter
7565,William Styron
7577,Anne Rice
7581,Kelley Armstrong
7582,Steven E. Wedel
7610,Jack Williamson
7617,Andre Gide
7621,Jim Thompson
7622,Patricia Highsmith
7628,Iain Banks
7670,G.E.M. Anscombe
7672,Ludwig Wittgenstein
7680,Eugene O'Neill
7681,Stanley Weintraub
7689,Eugene Ionesco
7690,Helen R. Lane
7710,Christie Golden
7711,David Mamet
7713,Sam Shepard
7717,Richard Adams
7728,Doris Lessing
7732,Marguerite Yourcenar
7742,Keri Arthur
7745,Thomas Bernhard
7751,Tennessee Williams
7779,Arthur C. Clarke
7798,Thomas E. Connolly
7799,Nathaniel Hawthorne
7816,Fernando Pessoa
7825,Ruth Ozeki
7844,Richard Russo
7849,Richard Ford
7855,Jim Morrison
7869,Louis-Ferdinand Celine
7894,Nella Larsen
7902,Boris Pasternak
7906,Rainer Maria Rilke
7907,Susan Sontag
7919,Richard Rohr
7927,Norman Mailer
7941,Erin McCarthy
7945,Anna Brailovsky
7956,Mary Roach
7963,P.G. Wodehouse
7970,Richard Brautigan
7973,Eudora Welty
7982,Anne Fadiman
7985,Edward S. Herman
7994,Jean-Jacques Rousseau
7995,James A. Michener
8002,John Grogan
8050,Ira Levin
8051,Chinua Achebe
8055,Ha Jin
8069,Reginald Hill
8080,Michael Morpurgo
8088,Carlos Castaneda
8113,John Barth
8120,Arthur Miller
8124,John Dryden
8140,Paul Werstine
8146,Mark Helprin
8147,Karen Blixen
8154,Troy Denning
8155,Terry Tempest Williams
8164,Lewis Carroll
8167,Reynolds Price
8170,William  Boyd
8178,Carl Hiaasen
8203,James Redfield
8211,Penny Junor
8213,Michael Ledwidge
8214,Andrew Gross
8215,Maxine Paetro
8216,Howard Roughan
8236,Kevin Smith
8249,Anne Bronte
8252,Robert Barnard
8253,Stevie Davies
8258,Martin Cruz Smith
8268,Zoe Heller
8278,Paul Fussell
8282,Michael Hamburger
8347,Garth Nix
8349,Christopher Paolini
8355,Brenda Joyce
8359,Miriam Toews
8360,Nancy Farmer
8361,Dorothy Dunnett
8403,Jonathan Barnes
8419,George Lakoff
8446,James Allen
8454,Ben Avery
8455,Mike S. Miller
8463,Hilda Rosner
8469,Kyoko Hikawa
8476,CLAMP
8486,Yuji Oniki
8516,Piers Anthony
8537,Alexander O. Smith
8539,Thomas P. Whitney
8546,Julie Powell
8550,Yasunari Kawabata
8587,R. Scott Bakker
8588,Raymond E. Feist
8589,William R. Forstchen
8591,Janny Wurts
8593,Joel Rosenberg
8596,Tamora Pierce
8621,Brett Booth
8622,Katherine Dunn
8646,Diana Pharaoh Francis
8649,Juliet Marillier
8650,Andrew Solomon
8655,Frank Warren
8658,Peter Sis
8659,Jennifer Roberson
8660,Kate Elliott
8661,Melanie Rawn
8685,Mercedes Lackey
8686,James Mallory
8688,Eric Flint
8690,Larry Dixon
8691,Rosemary Edghill
8694,Tanith Lee
8695,C.E. Murphy
8715,Maureen Child
8716,Susan Mallery
8719,Donna Tartt
8722,Else Holmelund Minarik
8726,Richard Matheson
8727,Lori Walburg
8730,Naomi Novik
8732,David Eddings
8734,Dorothy L. Sayers
8750,Jon Kabat-Zinn
8755,David Kamp
8759,Julian Fellowes
8763,Max Eilenberg
8764,Teddy Slater
8788,Erich Fromm
8794,Charles Stross
8835,Tim Powers
8840,Jayne Castle
8842,Susanna Clarke
8864,Richard Flanagan
8865,Mary Karr
8869,Matthew Kneale
8875,Halldor Laxness
8881,Ryu Murakami
8885,George Saunders
8914,Terry Moore
8923,Ruth White
8924,Lloyd Alexander
8925,Rudolfo Anaya
8944,Robert Crais
8979,Patrick Robinson
8987,Theodore Dreiser
8988,Carrie Vaughn
8993,O. Henry
8999,Esao Andrews
9002,Peggy Parish
9016,Colin Wilson
9018,Mike Carey
9019,Richard Corben
9020,Herman Wouk
9057,Gaston Leroux
9059,Caroline B. Cooney
9068,Sidney Sheldon
9072,Francesca Lia Block
9074,Thich Nhat Hanh
9081,Mikal Gilmore
9109,Jean Stein
9121,James Fenimore Cooper
9144,Sebastien Japrisot
9172,Lord Dunsany
9204,Philip Yancey
9212,Jennifer Weiner
9219,Adriana Trigiani
9222,Emma McLaughlin
9226,William Gibson
9233,Jeff Noon
9237,Jacqueline Carey
9241,Stephanie Laurens
9291,David Baldacci
9321,Ros Ballaster
9322,Edward Albee
9325,Gertrude Stein
9343,Kate Mosse
9345,Brian Froud
9346,James Luceno
9355,Dean Koontz
9370,Joseph Grenny
9371,Ron McMillan
9372,Al Switzler
9373,Kerry Patterson
9374,Neale Donald Walsch
9388,Louise Erdrich
9399,Jeanette Winterson
9420,Alfred Hitchcock
9432,Joanne Harris
9465,Barry Hughart
9494,H.P. Lovecraft
9497,Christina Scull
9498,Wayne G. Hammond
9508,Jon Jefferson
9511,William M. Bass
9533,Christopher Tolkien
9542,David Salo
9545,Alan Lee
9550,Laurell K. Hamilton
9556,Diane Mott Davidson
9558,Poppy Z. Brite
9559,Sue Grafton
9571,Douglas C. Kenney
9599,Paul Theroux
9629,Terry Brooks
9639,Laurel Thatcher Ulrich
9640,Karen Cushman
9667,Katherine Tiernan O'Connor
9678,Ann Rule
9685,Chris Van Allsburg
9694,Mel White
9717,Andy Kubert
9720,Mary Norton
9738,Penelope Lively
9756,Carole Nelson Douglas
9759,Mary Balogh
9785,Andre Dubus III
9800,Anne Michaels
9810,Albert Einstein
9828,Gemma Rovira Ortega
9833,Iain Pears
9876,John Milton
9885,Judith McNaught
9890,Tami Hoag
9931,Jill Thompson
9932,Phil Noto
9933,Michael Avon Oeming
9934,Matt Wagner
9937,Bernie Mireault
9941,Bill Simmons
9950,Ron Chernow
9972,Julia Glass
9987,Philippa Gregory
9990,Eleanor Herman
9993,Mark Dunn
9996,Richard   Preston
10000,Carly Phillips
10003,Laurie Halse Anderson
10006,Mary Downing Hahn
10015,Kate Atkinson
10017,Sigmund Freud
10022,Armistead Maupin
10029,Colson Whitehead
10039,John Fowles
10074,Ellen Raskin
10077,Judith Bauer Stamper
10082,Fred Saberhagen
10087,Bruce Coville
10088,Richard A. Lupoff
10089,Philip Jose Farmer
10108,Roddy Doyle
10116,Hideyuki Kikuchi
10122,Thomas Hobbes
10154,Richard Taylor
10178,Marv Wolfman
10179,Matt Kindt
10182,Mike Mignola
10209,Belva Plain
10224,Michael Zulli
10229,Christopher Isherwood
10264,Henry David Thoreau
10289,Dennis Lehane
10296,Kelley Jones
10297,Tom DeFalco
10299,Jack Kirby
10303,Stan Lee
10305,Geoff Johns
10306,Howard Porter
10309,Barry Kitson
10311,Karl Kesel
10317,Maureen Johnson
10318,Jo Beverley
10330,Daniel Quinn
10333,Barbara Hambly
10336,Ian Stewart
10356,Woody Allen
10359,Lynn Kurland
10365,Dave McKean
10366,Clive Barker
10401,James Gleick
10412,Amy Hill Hearth
10420,Aleksandr Solzhenitsyn
10427,James     Baldwin
10442,Robert Cormier
10455,David W. Mack
10482,Jeff Lindsay
10517,David Weber
10518,Elizabeth Moon
10521,John Lescroart
10537,Ann Druyan
10538,Carl Sagan
10547,E.E. Cummings
10562,Jim Fay
10652,Marguerite Henry
10657,Enid Blyton
10665,Gertrude Chandler Warner
10673,Eleanor H. Porter
10679,Lori Wick
10697,bell hooks
10710,W.E.B. Du Bois
10738,Koren Zailckas
10739,Maile Meloy
10741,Colin Meloy
10746,Jim Butcher
10747,David Markson
10749,Joachim Neugroschel
10758,Nikki Sixx
10762,Scott Hampton
10763,Charles Vess
10765,M. John Harrison
10775,Edward R. Tufte
10837,David McDuff
10885,Edgar Rice Burroughs
10890,Ruth Rendell
10894,Simon Singh
10896,Eoin Colfer
10900,John Matthews
10917,Stephen Fry
10952,William L. Simon
10953,Kevin D. Mitnick
10960,Steven Kotler
10983,Sei Shonagon
10991,Stanislaw Lem
10992,Alfred Bester
10995,Roger Ariew
11012,Dominick Dunne
11022,Philip Horne
11029,Francois Rabelais
11038,Immanuel Kant
11039,Werner S. Pluhar
11047,Masashi Kishimoto
11059,Edward Dolnick
11065,Andrew J. Offutt
11067,Deirdre Bair
11072,Daniel Keyes
11075,Susan Vreeland
11078,T.A. Barron
11081,Margaret Mitchell
11091,Lincoln Child
11099,Cecil Murphey
11100,Ben Carson
11111,Ian Caldwell
11137,Adam Rex
11139,Mary Wollstonecraft Shelley
11145,Edmund Spenser
11155,Christopher Marlowe
11162,Ann Rinaldi
11166,Kate Summerscale
11187,Polly Horvath
11195,Ronlyn Domingue
11210,Les Edwards
11214,Mary Gaitskill
11236,Caroline Myss
11270,David Bischoff
11278,Mark Epstein
11286,Ariel Levy
11291,Chimamanda Ngozi Adichie
11298,James Salter
11299,Alfred Uhry
11315,Evelyn Waugh
11328,Joseph Frank
11337,Martin Amis
11349,Debbie Macomber
11358,Leigh Eddings
11390,Cordwainer Smith
11446,Tedd Arnold
11466,Markus Zusak
11471,Hugh Tredennick
11503,Patrick Lencioni
11508,Gary A. Braunbeck
11524,Mark Musa
11525,Samuel Taylor Coleridge
11528,Gareth Hinds
11552,Blake Morrison
11586,David Gemmell
11590,Karen Wynn Fonstad
11593,Beatrix Potter
11630,Jennifer Chiaverini
11631,Kate Klise
11633,Sharon Creech
11639,Debbie Dadey
11643,John Steven Gurney
11644,Marcia Thornton Jones
11646,Lynda Barry
11654,Meg Cabot
11664,David Levithan
11672,Ned Vizzini
11673,M. Sarah Klise
11679,Elizabeth Gilbert
11700,David James Duncan
11728,James McBride
